paperId,title,abstract,clean_abstract
c36991759325bedd19f69264f72d1cbf59a6158c,Data Mining: Concepts and Techniques,"The increasing volume of data in modern business and science calls for more complex and sophisticated tools. Although advances in data mining technology have made extensive data collection much easier, it's still always evolving and there is a constant need for new techniques and tools that can help us transform this data into useful information and knowledge. Since the previous edition's publication, great advances have been made in the field of data mining. Not only does the third of edition of Data Mining: Concepts and Techniques continue the tradition of equipping you with an understanding and application of the theory and practice of discovering patterns hidden in large data sets, it also focuses on new, important topics in the field: data warehouses and data cube technology, mining stream, mining social networks, and mining spatial, multimedia and other complex data. Each chapter is a stand-alone guide to a critical topic, presenting proven algorithms and sound implementations ready to be used directly or with strategic modification against live data. This is the resource you need if you want to apply today's most powerful data mining techniques to meet real business challenges. * Presents dozens of algorithms and implementation examples, all in pseudo-code and suitable for use in real-world, large-scale data mining projects. * Addresses advanced topics such as mining object-relational databases, spatial databases, multimedia databases, time-series databases, text databases, the World Wide Web, and applications in several fields. *Provides a comprehensive, practical look at the concepts and techniques you need to get the most out of real business data",increas volum data modern busi scienc call complex sophist tool although advanc data mine technolog made extens data collect much easier still alway evolv constant need new techniqu tool help us transform data use inform knowledg sinc previou edit public great advanc made field data mine third edit data mine concept techniqu continu tradit equip understand applic theori practic discov pattern hidden larg data set also focus new import topic field data warehous data cube technolog mine stream mine social network mine spatial multimedia complex data chapter standalon guid critic topic present proven algorithm sound implement readi use directli strateg modif live data resourc need want appli today power data mine techniqu meet real busi challeng present dozen algorithm implement exampl pseudocod suitabl use realworld largescal data mine project address advanc topic mine objectrel databas spatial databas multimedia databas timeseri databas text databas world wide web applic sever field provid comprehens practic look concept techniqu need get real busi data
d4825585c5b036bb789ad183635cc2d4d89ff394,Opening the archive: How free data has enabled the science and monitoring promise of Landsat,,nan
8d76672d52622d9c45014d630717ce911d1292ba,Bayesian Data Analysis,"Inference is the process of going from observed effects to underlying causes, and is the inverse process to deduction. Whereas deduction is exact, inference is imprecise, and necessarily probabilistic. Inference is the basis of science: we are always faced with observations we would like to explain in terms of underlying physical causes. Bayesian inference is an approach to the problem based on an identity in conditional probability (Bayes’s theorem). Notable Bayesians have included Pierre-Simon Laplace (who inferred the mass of Saturn from contemporary observations using Bayesian methods, and obtained a value consistent with modern estimates), the economist John Maynard Keynes, and the applied mathematician and geophysicist Harold Jeffreys. Bayesian inference has at times been controversial, because of its incorporation of subjective prior information into the process of inference. Historically the Bayesian approach was referred to as “subjective probability.” In recent decades there has",infer process go observ effect underli caus invers process deduct wherea deduct exact infer imprecis necessarili probabilist infer basi scienc alway face observ would like explain term underli physic caus bayesian infer approach problem base ident condit probabl bayess theorem notabl bayesian includ pierresimon laplac infer mass saturn contemporari observ use bayesian method obtain valu consist modern estim economist john maynard keyn appli mathematician geophysicist harold jeffrey bayesian infer time controversi incorpor subject prior inform process infer histor bayesian approach refer subject probabl recent decad
a461233e56079fc5af6e48d75f38be8c9ff87c1e,Machine Learning: New Ideas and Tools in Environmental Science and Engineering.,"The rapid increase in both the quantity and complexity of data that are being generated daily in the field of environmental science and engineering (ESE) demands accompanied advancement in data analytics. Advanced data analysis approaches, such as machine learning (ML), have become indispensable tools for revealing hidden patterns or deducing correlations for which conventional analytical methods face limitations or challenges. However, ML concepts and practices have not been widely utilized by researchers in ESE. This feature explores the potential of ML to revolutionize data analysis and modeling in the ESE field, and covers the essential knowledge needed for such applications. First, we use five examples to illustrate how ML addresses complex ESE problems. We then summarize four major types of applications of ML in ESE: making predictions; extracting feature importance; detecting anomalies; and discovering new materials or chemicals. Next, we introduce the essential knowledge required and current shortcomings in ML applications in ESE, with a focus on three important but often overlooked components when applying ML: correct model development, proper model interpretation, and sound applicability analysis. Finally, we discuss challenges and future opportunities in the application of ML tools in ESE to highlight the potential of ML in this field.",rapid increas quantiti complex data gener daili field environment scienc engin ese demand accompani advanc data analyt advanc data analysi approach machin learn ml becom indispens tool reveal hidden pattern deduc correl convent analyt method face limit challeng howev ml concept practic wide util research ese featur explor potenti ml revolution data analysi model ese field cover essenti knowledg need applic first use five exampl illustr ml address complex ese problem summar four major type applic ml ese make predict extract featur import detect anomali discov new materi chemic next introduc essenti knowledg requir current shortcom ml applic ese focu three import often overlook compon appli ml correct model develop proper model interpret sound applic analysi final discuss challeng futur opportun applic ml tool ese highlight potenti ml field
969f983d000ac68ca77548b5bba2e8d1b89086c4,Materials science with large-scale data and informatics: Unlocking new opportunities,"Universal access to abundant scientific data, and the software to analyze the data at scale, could fundamentally transform the field of materials science. Today, the materials community faces serious challenges to bringing about this data-accelerated research paradigm, including diversity of research areas within materials, lack of data standards, and missing incentives for sharing, among others. Nonetheless, the landscape is rapidly changing in ways that should benefit the entire materials research enterprise. We provide an overview of the current state of the materials data and informatics landscape, highlighting a few selected efforts that make more data freely available and useful to materials researchers.",univers access abund scientif data softwar analyz data scale could fundament transform field materi scienc today materi commun face seriou challeng bring dataacceler research paradigm includ divers research area within materi lack data standard miss incent share among other nonetheless landscap rapidli chang way benefit entir materi research enterpris provid overview current state materi data informat landscap highlight select effort make data freeli avail use materi research
2f35b305b6c56046b631b0cdb6d2f08e4ee577a7,TurkPrime.com: A versatile crowdsourcing data acquisition platform for the behavioral sciences,,nan
b48a917258f4e7e2b78a41289d005513db1de8c9,Earth Observation Open Science: Enhancing Reproducible Science Using Data Cubes,"Earth Observation Data Cubes (EODC) have emerged as a promising solution to efficiently and effectively handle Big Earth Observation (EO) Data generated by satellites and made freely and openly available from different data repositories. The aim of this Special Issue, “Earth Observation Data Cube”, in Data, is to present the latest advances in EODC development and implementation, including innovative approaches for the exploitation of satellite EO data using multi-dimensional (e.g., spatial, temporal, spectral) approaches. This Special Issue contains 14 articles covering a wide range of topics such as Synthetic Aperture Radar (SAR), Analysis Ready Data (ARD), interoperability, thematic applications (e.g., land cover, snow cover mapping), capacity development, semantics, processing techniques, as well as national implementations and best practices. These papers made significant contributions to the advancement of a more Open and Reproducible Earth Observation Science, reducing the gap between users’ expectations for decision-ready products and current Big Data analytical capabilities, and ultimately unlocking the information power of EO data by transforming them into actionable knowledge.",earth observ data cube eodc emerg promis solut effici effect handl big earth observ eo data gener satellit made freeli openli avail differ data repositori aim special issu earth observ data cube data present latest advanc eodc develop implement includ innov approach exploit satellit eo data use multidimension eg spatial tempor spectral approach special issu contain articl cover wide rang topic synthet apertur radar sar analysi readi data ard interoper themat applic eg land cover snow cover map capac develop semant process techniqu well nation implement best practic paper made signific contribut advanc open reproduc earth observ scienc reduc gap user expect decisionreadi product current big data analyt capabl ultim unlock inform power eo data transform action knowledg
88bcdfd021d935a28f245e178792207881b14794,Learning from Imbalanced Data Sets,,nan
7bd598f6a7c6eb4265fe5a9ca64504d1d639684a,Educational data mining and learning analytics: An updated survey,"This survey is an updated and improved version of the previous one published in 2013 in this journal with the title “data mining in education”. It reviews in a comprehensible and very general way how Educational Data Mining and Learning Analytics have been applied over educational data. In the last decade, this research area has evolved enormously and a wide range of related terms are now used in the bibliography such as Academic Analytics, Institutional Analytics, Teaching Analytics, Data‐Driven Education, Data‐Driven Decision‐Making in Education, Big Data in Education, and Educational Data Science. This paper provides the current state of the art by reviewing the main publications, the key milestones, the knowledge discovery cycle, the main educational environments, the specific tools, the free available datasets, the most used methods, the main objectives, and the future trends in this research area.",survey updat improv version previou one publish journal titl data mine educ review comprehens gener way educ data mine learn analyt appli educ data last decad research area evolv enorm wide rang relat term use bibliographi academ analyt institut analyt teach analyt datadriven educ datadriven decisionmak educ big data educ educ data scienc paper provid current state art review main public key mileston knowledg discoveri cycl main educ environ specif tool free avail dataset use method main object futur trend research area
3aa1b70fdc97ae96091c5fb39cd911015ac5253e,Novel methods improve prediction of species' distributions from occurrence data,"Prediction of species' distributions is central to diverse applications in ecology, evolution and conservation science. There is increasing electronic access to vast sets of occurrence records in museums and herbaria, yet little effective guidance on how best to use this information in the context of numerous approaches for modelling distributions. To meet this need, we compared 16 modelling methods over 226 species from 6 regions of the world, creating the most comprehensive set of model comparisons to date. We used presence-only data to fit models, and independent presence-absence data to evaluate the predictions. Along with well-established modelling methods such as generalised additive models and GARP and BIOCLIM, we explored methods that either have been developed recently or have rarely been applied to modelling species' distributions. These include machine-learning methods and community models, both of which have features that may make them particularly well suited to noisy or sparse information, as is typical of species' occurrence data. Presence-only data were effective for modelling species' distributions for many species and regions. The novel methods consistently outperformed more established methods. The results of our analysis are promising for the use of data from museums and herbaria, especially as methods suited to the noise inherent in such data improve.",predict speci distribut central divers applic ecolog evolut conserv scienc increas electron access vast set occurr record museum herbaria yet littl effect guidanc best use inform context numer approach model distribut meet need compar model method speci region world creat comprehens set model comparison date use presenceonli data fit model independ presenceabs data evalu predict along wellestablish model method generalis addit model garp bioclim explor method either develop recent rare appli model speci distribut includ machinelearn method commun model featur may make particularli well suit noisi spars inform typic speci occurr data presenceonli data effect model speci distribut mani speci region novel method consist outperform establish method result analysi promis use data museum herbaria especi method suit nois inher data improv
e0634f2945b43d4c13a0aa2ff31f2c1c5fe597b9,The Role of Anomalous Data in Knowledge Acquisition: A Theoretical Framework and Implications for Science Instruction,"Understanding how science students respond to anomalous data is essential to understanding knowledge acquisition in science classrooms. This article presents a detailed analysis of the ways in which scientists and science students respond to such data. We postulate that there are seven distinct forms of response to anomalous data, only one of which is to accept the data and change theories. The other six responses involve discounting the data in various ways in order to protect the preinstructional theory. We analyze the factors that influence which of these seven forms of response a scientist or student will choose, giving special attention to the factors that make theory change more likely. Finally, we discuss the implications of our framework for science instruction.",understand scienc student respond anomal data essenti understand knowledg acquisit scienc classroom articl present detail analysi way scientist scienc student respond data postul seven distinct form respons anomal data one accept data chang theori six respons involv discount data variou way order protect preinstruct theori analyz factor influenc seven form respons scientist student choos give special attent factor make theori chang like final discuss implic framework scienc instruct
b7d5dda24d0c540929cd58b0226eac8a85e9769b,Consistent Covariance Matrix Estimation with Spatially Dependent Panel Data,"Many panel data sets encountered in macroeconomics, international economics, regional science, and finance are characterized by cross-sectional or spatial dependence. Standard techniques that fail to account for this dependence will result in inconsistently estimated standard errors. In this paper we present conditions under which a simple extension of common nonparametric covariance matrix estimation techniques yields standard error estimates that are robust to very general forms of spatial and temporal dependence as the time dimension becomes large. We illustrate the relevance of this approach using Monte Carlo simulations and a number of empirical examples.",mani panel data set encount macroeconom intern econom region scienc financ character crosssect spatial depend standard techniqu fail account depend result inconsist estim standard error paper present condit simpl extens common nonparametr covari matrix estim techniqu yield standard error estim robust gener form spatial tempor depend time dimens becom larg illustr relev approach use mont carlo simul number empir exampl
5703617b9d9d40e90b6c8ffa21a52734d9822d60,Defining Computational Thinking for Mathematics and Science Classrooms,,nan
efa5558bddd68abe4adc81adbbef6f739e648392,Big Data: Astronomical or Genomical?,"Genomics is a Big Data science and is going to get much bigger, very soon, but it is not known whether the needs of genomics will exceed other Big Data domains. Projecting to the year 2025, we compared genomics with three other major generators of Big Data: astronomy, YouTube, and Twitter. Our estimates show that genomics is a “four-headed beast”—it is either on par with or the most demanding of the domains analyzed here in terms of data acquisition, storage, distribution, and analysis. We discuss aspects of new technologies that will need to be developed to rise up and meet the computational challenges that genomics poses for the near future. Now is the time for concerted, community-wide planning for the “genomical” challenges of the next decade.",genom big data scienc go get much bigger soon known whether need genom exceed big data domain project year compar genom three major gener big data astronomi youtub twitter estim show genom fourhead beastit either par demand domain analyz term data acquisit storag distribut analysi discuss aspect new technolog need develop rise meet comput challeng genom pose near futur time concert communitywid plan genom challeng next decad
da619a6c524f5ab800b44c8728db3cef3d3b25d9,"Big Data, new epistemologies and paradigm shifts","This article examines how the availability of Big Data, coupled with new data analytics, challenges established epistemologies across the sciences, social sciences and humanities, and assesses the extent to which they are engendering paradigm shifts across multiple disciplines. In particular, it critically explores new forms of empiricism that declare ‘the end of theory’, the creation of data-driven rather than knowledge-driven science, and the development of digital humanities and computational social sciences that propose radically different ways to make sense of culture, history, economy and society. It is argued that: (1) Big Data and new data analytics are disruptive innovations which are reconfiguring in many instances how research is conducted; and (2) there is an urgent need for wider critical reflection within the academy on the epistemological implications of the unfolding data revolution, a task that has barely begun to be tackled despite the rapid changes in research practices presently taking place. After critically reviewing emerging epistemological positions, it is contended that a potentially fruitful approach would be the development of a situated, reflexive and contextually nuanced epistemology.",articl examin avail big data coupl new data analyt challeng establish epistemolog across scienc social scienc human assess extent engend paradigm shift across multipl disciplin particular critic explor new form empiric declar end theori creation datadriven rather knowledgedriven scienc develop digit human comput social scienc propos radic differ way make sens cultur histori economi societi argu big data new data analyt disrupt innov reconfigur mani instanc research conduct urgent need wider critic reflect within academi epistemolog implic unfold data revolut task bare begun tackl despit rapid chang research practic present take place critic review emerg epistemolog posit contend potenti fruit approach would develop situat reflex contextu nuanc epistemolog
7fc70d4cc5118fdbc8e8807979eae8b61948ff91,"The elements of statistical learning: data mining, inference and prediction",,nan
0870c1ea2b7d5a515c7b5b954f1433b379fe1e02,Principles and methods of scaling geospatial Earth science data,,nan
f2b66923db74a16169d040a51ada555d5b6f8851,Data Mining and Analysis: Fundamental Concepts and Algorithms,"The fundamental algorithms in data mining and analysis form the basis for the emerging field of data science, which includes automated methods to analyze patterns and models for all kinds of data, with applications ranging from scientific discovery to business intelligence and analytics. This textbook for senior undergraduate and graduate data mining courses provides a broad yet in-depth overview of data mining, integrating related concepts from machine learning and statistics. The main parts of the book include exploratory data analysis, pattern mining, clustering, and classification. The book lays the basic foundations of these tasks, and also covers cutting-edge topics such as kernel methods, high-dimensional data analysis, and complex graphs and networks. With its comprehensive coverage, algorithmic perspective, and wealth of examples, this book offers solid guidance in data mining for students, researchers, and practitioners alike. Key features: Covers both core methods and cutting-edge research Algorithmic approach with open-source implementations Minimal prerequisites: all key mathematical concepts are presented, as is the intuition behind the formulas Short, self-contained chapters with class-tested examples and exercises allow for flexibility in designing a course and for easy reference Supplementary website with lecture slides, videos, project ideas, and more",fundament algorithm data mine analysi form basi emerg field data scienc includ autom method analyz pattern model kind data applic rang scientif discoveri busi intellig analyt textbook senior undergradu graduat data mine cours provid broad yet indepth overview data mine integr relat concept machin learn statist main part book includ exploratori data analysi pattern mine cluster classif book lay basic foundat task also cover cuttingedg topic kernel method highdimension data analysi complex graph network comprehens coverag algorithm perspect wealth exampl book offer solid guidanc data mine student research practition alik key featur cover core method cuttingedg research algorithm approach opensourc implement minim prerequisit key mathemat concept present intuit behind formula short selfcontain chapter classtest exampl exercis allow flexibl design cours easi refer supplementari websit lectur slide video project idea
fb3140c9766a5bc92400ac8ce9d48a4272bba69e,A New Kind of Science,"nationwide data set of losses from 1975 to 1998 was compiled to assess the trends. Temporal patterns of deaths and injuries, monetary damages, and—in some cases—the number of events are systematically examined by year in chapter 5, and the authors undertake a systematic spatial assessment of the statewide totals in chapter 6. Explanations for some of the patterns are offered, particularly for the most significant disasters and for the states with most events or the greatest losses. Further refinement and evaluation of patterns of economic losses and death are undertaken by normalizing losses by population, land area, and gross domestic product (GDP). The authors advance the discussion from simple descriptions of loss patterns to explanations of the patterns of disaster-loss burden, and some surprises emerge from the arithmetic. For instance, North Dakota, Iowa, andMississippi not only suffered the greatest monetary losses per capita during the period, but also suffered the greatest losses of property and crops compared to their state GDP!For afinal analysis, the authors created an overall hazard score (averaged proportion of the states’ contributions to the national totals of events, deaths, and damages) and used it to rank the states. Using this ranking, states were assigned to categories of ‘‘proneness,’’ from highest (Florida, Texas, andCalifornia) to lowest (Rhode Island, Delaware, Alaska and other small or lightly populated states). The conclusion we are to draw is that the amount of loss a state has experienced indicates its disaster proneness. Finally, ‘‘Charting a Course for theNext Two Decades’’ by Cutter describes what is needed to produce the models and data appropriate for mitigation and planning assessments. In order for an effective assessment of events and losses to occur, progress is required in several areas: development of vulnerability science, the creation of a national hazard events and losses database, and the establishment of a national loss inventory and events clearinghouse. To do so, Cutter argues, we need to rethink thewaywe monitor, assess, andmanage our vulnerabilities. She briefly describes the shifts needed in data gathering and provision, sustainability and distributive justice, strategic planning, research funding, and societal awareness of issues that influence the prospects for disaster. While American Hazardscapes is intended to provide a broadunderstanding of the geography of loss due to hazards in the United States, it suffers from its openly acknowledged limitations. Though criticizing the quality of currently available data, the authors use those data to indicate the prospects for future disasters. The elimination of extreme events is no longer believed tobe the key loss reduction. Instead,we must identify and avoid places too dynamic for permanent occupation and adjust to the inevitable events in ways that limit prospects for loss. Mitigation must address the vulnerabilities that cause greater exposure and profound upset of our social systems and create more complex catastrophes. The data employed in this assessment describe (however imperfectly) the losses suffered over two and a half decades. The largest disasters overwhelm the patterns of loss in their analysis. The authors imply, based on proneness rankings, that those who lost the most are the most prone to loss. But in reality, losses are byproducts of the interplay of two dynamic geographies: the pattern of extreme events and the pattern of human use of the landscape. The former is often poorly understood, may not behave consistently, andmay operate on greater than twenty-five-year cycles. The latter may change so rapidly that it surpasses our capacity to measure it and map it, and postdisaster land use and human perception may be radically changed. These geographies were outside the scope of this book, however, and given new homeland security efforts and reorganization of the Federal Emergency Management Agency, the past is an even poorer indicator of the future.",nationwid data set loss compil assess trend tempor pattern death injuri monetari damag andin casesth number event systemat examin year chapter author undertak systemat spatial assess statewid total chapter explan pattern offer particularli signific disast state event greatest loss refin evalu pattern econom loss death undertaken normal loss popul land area gross domest product gdp author advanc discuss simpl descript loss pattern explan pattern disasterloss burden surpris emerg arithmet instanc north dakota iowa andmississippi suffer greatest monetari loss per capita period also suffer greatest loss properti crop compar state gdpfor afin analysi author creat overal hazard score averag proport state contribut nation total event death damag use rank state use rank state assign categori prone highest florida texa andcalifornia lowest rhode island delawar alaska small lightli popul state conclus draw amount loss state experienc indic disast prone final chart cours thenext two decad cutter describ need produc model data appropri mitig plan assess order effect assess event loss occur progress requir sever area develop vulner scienc creation nation hazard event loss databas establish nation loss inventori event clearinghous cutter argu need rethink thewayw monitor assess andmanag vulner briefli describ shift need data gather provis sustain distribut justic strateg plan research fund societ awar issu influenc prospect disast american hazardscap intend provid broadunderstand geographi loss due hazard unit state suffer openli acknowledg limit though critic qualiti current avail data author use data indic prospect futur disast elimin extrem event longer believ tobe key loss reduct insteadw must identifi avoid place dynam perman occup adjust inevit event way limit prospect loss mitig must address vulner caus greater exposur profound upset social system creat complex catastroph data employ assess describ howev imperfectli loss suffer two half decad largest disast overwhelm pattern loss analysi author impli base prone rank lost prone loss realiti loss byproduct interplay two dynam geographi pattern extrem event pattern human use landscap former often poorli understood may behav consist andmay oper greater twentyfiveyear cycl latter may chang rapidli surpass capac measur map postdisast land use human percept may radic chang geographi outsid scope book howev given new homeland secur effort reorgan feder emerg manag agenc past even poorer indic futur
7579330e89bffd736fee19d25359ab3ae65bf5f7,rioja: Analysis of Quaternary Science Data,,nan
6802bbeea45ea9c44b8e9f69ee1d775f5af0717f,Ethical Issues Relating to Scientific Discovery in Exercise Science.,"This work aims to present concepts related to ethical issues in conducting and reporting scientific research in a clear and straightforward manner. Considerations around research design including authorship, sound research practices, non-discrimination in subject recruitment, objectivity, respect for intellectual property, and financial interests are detailed. Further, concepts relating to the conducting of research including the competency of the researcher, conflicts of interest, accurately representing data, and ethical practices in human and animal research are presented. Attention pertaining to the dissemination of research including plagiarism, duplicate submission, redundant publication, and figure manipulation is offered. Other considerations including responsible mentoring, respect for colleagues, and social responsibility are set forth. The International Journal of Exercise Science will now require a statement in all subsequent published manuscripts that the authors have complied with each of the ethics statements contained in this work.",work aim present concept relat ethic issu conduct report scientif research clear straightforward manner consider around research design includ authorship sound research practic nondiscrimin subject recruit object respect intellectu properti financi interest detail concept relat conduct research includ compet research conflict interest accur repres data ethic practic human anim research present attent pertain dissemin research includ plagiar duplic submiss redund public figur manipul offer consider includ respons mentor respect colleagu social respons set forth intern journal exercis scienc requir statement subsequ publish manuscript author compli ethic statement contain work
28aecd08b2488c5300abf399feeb83a1f9c19890,Open Government Data,"Story Slides Slide 1 W3C eGovernment Community: Data Science Slide 2 Agenda Slide 3 The Changing Landscape of Federal Information Technology Slide 4 Cloud: SOA, Semantic, & Data Science: September 10-11th Slide 5 Opportunities for Data Science Slide 6 Discussion 1 Slide 7 Discussion 2 Slide 8 Discussion 3 Slide 9 Discussion 4 Slide 10 Discussion 5 Spotfire Dashboard Research Notes Joshua Tauberer’s Blog Open Government Data 1 Big Data Meets Open Government Figure 1 The New Federal Register 2.0 Figure 2 This animated visualization of live wind speeds and directions Figure 3 Data is like refrigerator poetry Figure 4 http://www.GovTrack.us Figure 5 John Oliver parodies Schoolhouse Rock’s “I’m Just a Bill” References 1 2 3 4 5 6 7",stori slide slide wc egovern commun data scienc slide agenda slide chang landscap feder inform technolog slide cloud soa semant data scienc septemb th slide opportun data scienc slide discuss slide discuss slide discuss slide discuss slide discuss spotfir dashboard research note joshua tauber blog open govern data big data meet open govern figur new feder regist figur anim visual live wind speed direct figur data like refriger poetri figur httpwwwgovtracku figur john oliv parodi schoolhous rock im bill refer
24931dc3ddedfc2db5405af236e3ca84944d66d7,Big Data and Social Science: A Practical Guide to Methods and Tools,"Both Traditional Students and Working Professionals Acquire the Skills to Analyze Social Problems. Big Data and Social Science: A Practical Guide to Methods and Tools shows how to apply data science to real-world problems in both research and the practice. The book provides practical guidance on combining methods and tools from computer science, statistics, and social science. This concrete approach is illustrated throughout using an important national problem, the quantitative study of innovation. The text draws on the expertise of prominent leaders in statistics, the social sciences, data science, and computer science to teach students how to use modern social science research principles as well as the best analytical and computational tools. It uses a real-world challenge to introduce how these tools are used to identify and capture appropriate data, apply data science models and tools to that data, and recognize and respond to data errors and limitations. For more information, including sample chapters and news, please visit the author's website.",tradit student work profession acquir skill analyz social problem big data social scienc practic guid method tool show appli data scienc realworld problem research practic book provid practic guidanc combin method tool comput scienc statist social scienc concret approach illustr throughout use import nation problem quantit studi innov text draw expertis promin leader statist social scienc data scienc comput scienc teach student use modern social scienc research principl well best analyt comput tool use realworld challeng introduc tool use identifi captur appropri data appli data scienc model tool data recogn respond data error limit inform includ sampl chapter news pleas visit author websit
a07a64ba110e0f9f7156f3bd1e376f0d2e1cddf1,The Extent and Consequences of P-Hacking in Science,"A focus on novel, confirmatory, and statistically significant results leads to substantial bias in the scientific literature. One type of bias, known as “p-hacking,” occurs when researchers collect or select data or statistical analyses until nonsignificant results become significant. Here, we use text-mining to demonstrate that p-hacking is widespread throughout science. We then illustrate how one can test for p-hacking when performing a meta-analysis and show that, while p-hacking is probably common, its effect seems to be weak relative to the real effect sizes being measured. This result suggests that p-hacking probably does not drastically alter scientific consensuses drawn from meta-analyses.",focu novel confirmatori statist signific result lead substanti bia scientif literatur one type bia known phack occur research collect select data statist analys nonsignific result becom signific use textmin demonstr phack widespread throughout scienc illustr one test phack perform metaanalysi show phack probabl common effect seem weak rel real effect size measur result suggest phack probabl drastic alter scientif consensus drawn metaanalys
b970f9c088beee99666a40374dd5ccb06eeda112,Understanding the paradigm shift to computational social science in the presence of big data,,nan
cebed64039064dfe950587b919ddc01dee7d871f,From Little Science to Big Science,"In Little Science, Big Science (1963), Derek J. de Solla Price undertook a sociology of science that dealt with the growth and changing shape of scientific publishing and the social organization of science. The focus of Price’s work was on the long-term, gradual shift from “little science,” with the solo scientist, small laboratory, and minimal research funds, to “big science,” with collaborative research teams, large-scale research hardware, extensive funding, and corporate-political suitors of scientists. We extend Price’s focus on scientific publications by moving beyond his analysis of practices in physics and chemistry to examine a social science; namely, sociology. Specifically, we analyze 3,000 articles in four long-standing sociology journals over the fifty-year period from 1960-2010 to determine the gender of authors, the prestige of authors’ departments, length of articles, number of references, sources of data for studies, and patterns of funding for research. We find that sociology is not immune from the shift from “little science” to “big science.”",littl scienc big scienc derek j de solla price undertook sociolog scienc dealt growth chang shape scientif publish social organ scienc focu price work longterm gradual shift littl scienc solo scientist small laboratori minim research fund big scienc collabor research team largescal research hardwar extens fund corporatepolit suitor scientist extend price focu scientif public move beyond analysi practic physic chemistri examin social scienc name sociolog specif analyz articl four longstand sociolog journal fiftyyear period determin gender author prestig author depart length articl number refer sourc data studi pattern fund research find sociolog immun shift littl scienc big scienc
eaf5a5e0b32a055e288d5edcc5cd39f9f4d335ad,The misuse of colour in science communication,,nan
ac8db14cbc7ad0119d0130e88f98ccb3ec61780f,"Big Data, Digital Media, and Computational Social Science",forecasts and misrepresent,forecast misrepres
0b510ee69a507407008661aacb2345f73c70f8cb,Strategies Employed by Citizen Science Programs to Increase the Credibility of Their Data,"The success of citizen science in producing important and unique data is attracting interest from scientists and resource managers. Nonetheless, questions remain about the credibility of citizen science data. Citizen science programs desire to meet the same standards of credibility as academic science, but they usually work within a different context, for example, training and managing significant numbers of volunteers with limited resources. We surveyed the credibility-building strategies of 30 citizen science programs that monitor environmental aspects of the California coast. We identified a total of twelve strategies: Three that are applied during training and planning; four that are applied during data collection; and five that are applied during data analysis and program evaluation. Variation in the application of these strategies by program is related to factors such as the number of participants, the focus on group or individual work, and the time commitment required of volunteers. The structure of each program and available resources require program designers to navigate tradeoffs in the choices of their credibility strategies. Our results illustrate those tradeoffs and provide a framework for the necessary discussions between citizen science programs and potential users of their data—including scientists and decision makers—about shared expectations for credibility and practical approaches for meeting those expectations. This article has been corrected here: http://dx.doi.org/10.5334/cstp.91",success citizen scienc produc import uniqu data attract interest scientist resourc manag nonetheless question remain credibl citizen scienc data citizen scienc program desir meet standard credibl academ scienc usual work within differ context exampl train manag signific number volunt limit resourc survey credibilitybuild strategi citizen scienc program monitor environment aspect california coast identifi total twelv strategi three appli train plan four appli data collect five appli data analysi program evalu variat applic strategi program relat factor number particip focu group individu work time commit requir volunt structur program avail resourc requir program design navig tradeoff choic credibl strategi result illustr tradeoff provid framework necessari discuss citizen scienc program potenti user datainclud scientist decis makersabout share expect credibl practic approach meet expect articl correct httpdxdoiorgcstp
46d71d947231f86e1f9d4581e61212385debbe14,OpenML: networked science in machine learning,"Many sciences have made significant breakthroughs by adopting online tools that help organize, structure and mine information that is too detailed to be printed in journals. In this paper, we introduce OpenML, a place for machine learning researchers to share and organize data in fine detail, so that they can work more effectively, be more visible, and collaborate with others to tackle harder problems. We discuss how OpenML relates to other examples of networked science and what benefits it brings for machine learning research, individual scientists, as well as students and practitioners.",mani scienc made signific breakthrough adopt onlin tool help organ structur mine inform detail print journal paper introduc openml place machin learn research share organ data fine detail work effect visibl collabor other tackl harder problem discuss openml relat exampl network scienc benefit bring machin learn research individu scientist well student practition
b598b8dd79654dc865b02c2af0a0bdb565d24049,Taking a ‘Big Data’ approach to data quality in a citizen science project,,nan
